,Unnamed: 0,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Longitude,Latitude,GEOID_num,OccDensity,nullcheck,geometry,population,income,demand_scaled
13,42,42,3,473200,1400000US42003473200,42003473200,4732.0,CT,729800,0,40.3814769719,-80.04833347489999,42003473200.0,,,"POLYGON ((-80.053438 40.384934, -80.047776 40.386362, -80.045208 40.386770999999996, -80.043713 40.386908, -80.04399599999999 40.385621, -80.04381099999999 40.384381, -80.043751 40.383922999999996, -80.04427 40.381502, -80.04445299999999 40.380679, -80.04760499999999 40.375729, -80.048885 40.373343999999996, -80.05255799999999 40.380269, -80.052337 40.382203, -80.052447 40.382875, -80.052914 40.384111, -80.053438 40.384934))",2892,41349,0.5980512252948949
291,2247,42,3,473300,1400000US42003473300,42003473300,4733.0,CT,3296480,0,40.380030893400004,-80.0302881593,42003473300.0,,,"POLYGON ((-80.04427 40.381502, -80.043751 40.383922999999996, -80.04381099999999 40.384381, -80.04399599999999 40.385621, -80.043713 40.386908, -80.04292 40.388366, -80.040593 40.38673, -80.04091799999999 40.385939, -80.03886399999999 40.383016999999995, -80.036762 40.384342, -80.03511 40.386471, -80.034506 40.388402, -80.032792 40.388242, -80.033625 40.389801, -80.028696 40.391296, -80.027778 40.391549999999995, -80.026478 40.39085, -80.02200599999999 40.388490999999995, -80.02313099999999 40.38711, -80.020219 40.386700999999995, -80.020169 40.383733, -80.021181 40.382571999999996, -80.022757 40.380759, -80.023023 40.379506, -80.023226 40.377736, -80.021214 40.376594, -80.022459 40.375226, -80.01847599999999 40.371748, -80.021714 40.369568, -80.02792099999999 40.367982999999995, -80.030216 40.369276, -80.03193499999999 40.370415, -80.032882 40.371311999999996, -80.03640899999999 40.375171, -80.036502 40.376041, -80.037872 40.376422999999996, -80.040724 40.377713, -80.042931 40.380305, -80.04445299999999 40.380679, -80.04427 40.381502))",5437,53910,0.4637031750181774
125,1011,42,3,473401,1400000US42003473401,42003473401,4734.01,CT,1527653,0,40.3717917654,-80.0426338237,42003473401.0,,,"POLYGON ((-80.049415 40.371787, -80.048885 40.373343999999996, -80.04760499999999 40.375729, -80.04445299999999 40.380679, -80.042931 40.380305, -80.040724 40.377713, -80.037872 40.376422999999996, -80.036502 40.376041, -80.03640899999999 40.375171, -80.032882 40.371311999999996, -80.03193499999999 40.370415, -80.038411 40.368770999999995, -80.03787 40.368292, -80.040458 40.367399, -80.044782 40.363878, -80.045693 40.363473, -80.046922 40.363197, -80.047935 40.364042, -80.04929299999999 40.368065, -80.04949599999999 40.371139, -80.049415 40.371787))",3574,49787,0.5015887582251665
65,436,42,3,473402,1400000US42003473402,42003473402,4734.02,CT,1772537,0,40.359129923400005,-80.0417191142,42003473402.0,,,"POLYGON ((-80.050316 40.353058999999995, -80.05039599999999 40.357338, -80.046775 40.361385, -80.046922 40.363197, -80.045693 40.363473, -80.044782 40.363878, -80.040458 40.367399, -80.03787 40.368292, -80.032549 40.363546, -80.030395 40.362184, -80.030997 40.361162, -80.033602 40.362611, -80.034179 40.362142999999996, -80.03562699999999 40.360693999999995, -80.036952 40.356341, -80.036687 40.354879, -80.033428 40.355139, -80.03376999999999 40.354447, -80.037838 40.353625, -80.039688 40.351783, -80.042661 40.352723, -80.050809 40.351113999999995, -80.050316 40.353058999999995))",3417,49153,0.46087833099080744
346,2757,42,3,473500,1400000US42003473500,42003473500,4735.0,CT,2382454,0,40.3657556356,-80.0545424123,42003473500.0,,,"POLYGON ((-80.064003 40.361996, -80.061236 40.366478, -80.061298 40.367608, -80.060118 40.370549, -80.057498 40.373872999999996, -80.056686 40.375121, -80.05538399999999 40.37768, -80.05255799999999 40.380269, -80.048885 40.373343999999996, -80.049415 40.371787, -80.04949599999999 40.371139, -80.04929299999999 40.368065, -80.047935 40.364042, -80.046922 40.363197, -80.046775 40.361385, -80.05039599999999 40.357338, -80.050316 40.353058999999995, -80.050809 40.351113999999995, -80.05117 40.351043, -80.050924 40.353007, -80.064343 40.361748999999996, -80.064003 40.361996))",3691,60442,0.49293831960846385
56,319,42,3,473601,1400000US42003473601,42003473601,4736.01,CT,2077709,0,40.3843499739,-80.0617333674,42003473601.0,,,"POLYGON ((-80.073985 40.388176, -80.0689 40.388889999999996, -80.06876 40.39195, -80.066856 40.392767, -80.065692 40.393257, -80.063486 40.393059, -80.059135 40.390814, -80.057682 40.388835, -80.05712799999999 40.388459, -80.05595199999999 40.388166, -80.05480899999999 40.387189, -80.053438 40.384934, -80.052914 40.384111, -80.052447 40.382875, -80.052337 40.382203, -80.05255799999999 40.380269, -80.05538399999999 40.37768, -80.056686 40.375121, -80.05789299999999 40.374919, -80.064274 40.377435, -80.064747 40.378203, -80.065771 40.379200000000004, -80.067431 40.381178, -80.067516 40.38128, -80.06887499999999 40.382785, -80.06875 40.382957, -80.06907799999999 40.386789, -80.07155499999999 40.385450999999996, -80.073985 40.388176))",3731,57792,0.4995761653277973
304,2351,42,3,473602,1400000US42003473602,42003473602,4736.02,CT,2450838,6712,40.3713318075,-80.0690984279,42003473602.0,,,"POLYGON ((-80.083968 40.377579999999995, -80.079034 40.376391999999996, -80.069566 40.378235, -80.068123 40.376058, -80.067481 40.37645, -80.069164 40.378493999999996, -80.06721499999999 40.379826, -80.067431 40.381178, -80.065771 40.379200000000004, -80.064747 40.378203, -80.064274 40.377435, -80.05789299999999 40.374919, -80.056686 40.375121, -80.057498 40.373872999999996, -80.060118 40.370549, -80.061298 40.367608, -80.061236 40.366478, -80.064003 40.361996, -80.064343 40.361748999999996, -80.070512 40.3635, -80.072664 40.363777999999996, -80.073591 40.365497, -80.076551 40.368182999999995, -80.078 40.369648, -80.0792 40.371632, -80.079467 40.372802, -80.083968 40.377579999999995))",4537,43674,0.4219350941431199
136,1083,42,3,474101,1400000US42003474101,42003474101,4741.01,CT,4058888,0,40.3562263743,-80.07537616239999,42003474101.0,,,"POLYGON ((-80.097562 40.35791, -80.095389 40.362092, -80.095051 40.362567, -80.095184 40.363368, -80.094827 40.362792, -80.09303299999999 40.362072999999995, -80.087513 40.362244, -80.08693699999999 40.363980999999995, -80.085684 40.36304, -80.083499 40.36306, -80.081414 40.36428, -80.072816 40.363434, -80.072664 40.363777999999996, -80.070512 40.3635, -80.064343 40.361748999999996, -80.050924 40.353007, -80.05117 40.351043, -80.052877 40.350735, -80.05463 40.34665, -80.058809 40.34917, -80.061053 40.34974, -80.06335 40.352757, -80.06552599999999 40.357076, -80.07103099999999 40.357814999999995, -80.071854 40.358306999999996, -80.071426 40.356595, -80.073499 40.355227, -80.07399 40.34885, -80.08030000000001 40.345596, -80.08218099999999 40.345057, -80.08299099999999 40.348307999999996, -80.086913 40.352053999999995, -80.08888999999999 40.354749999999996, -80.09107 40.35582, -80.095389 40.356291, -80.099032 40.357583, -80.097562 40.35791))",3742,48820,0.3685554674324649
305,2352,42,3,474102,1400000US42003474102,42003474102,4741.02,CT,4784154,0,40.3402250328,-80.0673230802,42003474102.0,,,"POLYGON ((-80.08218099999999 40.345057, -80.08030000000001 40.345596, -80.07399 40.34885, -80.073499 40.355227, -80.071426 40.356595, -80.071854 40.358306999999996, -80.07103099999999 40.357814999999995, -80.06552599999999 40.357076, -80.06335 40.352757, -80.061053 40.34974, -80.058809 40.34917, -80.05463 40.34665, -80.056921 40.341636, -80.05834999999999 40.33708, -80.061188 40.329814999999996, -80.063327 40.324796, -80.065692 40.31883, -80.06769299999999 40.314136999999995, -80.070602 40.314935999999996, -80.07217399999999 40.318514, -80.070999 40.320975, -80.067763 40.323643, -80.065489 40.324743999999995, -80.06618 40.327759, -80.06652199999999 40.32855, -80.069889 40.331877, -80.07170099999999 40.334012, -80.07793199999999 40.339208, -80.078036 40.340281, -80.078242 40.341308, -80.08083599999999 40.342833999999996, -80.08218099999999 40.345057))",3732,53182,0.38133849154935184
306,2353,42,3,474201,1400000US42003474201,42003474201,4742.01,CT,3322962,0,40.3446109251,-80.0962357044,42003474201.0,,,"POLYGON ((-80.114903 40.335356999999995, -80.10789799999999 40.347249999999995, -80.10782499999999 40.348219, -80.10998699999999 40.348890999999995, -80.110644 40.351110999999996, -80.109971 40.351538999999995, -80.10802699999999 40.351417999999995, -80.105828 40.348845, -80.102513 40.349318, -80.100037 40.349336, -80.09807099999999 40.350006, -80.095619 40.353265, -80.092062 40.351754, -80.090229 40.350431, -80.08769099999999 40.352387, -80.095248 40.35539, -80.095389 40.356291, -80.09107 40.35582, -80.08888999999999 40.354749999999996, -80.086913 40.352053999999995, -80.08299099999999 40.348307999999996, -80.08218099999999 40.345057, -80.08083599999999 40.342833999999996, -80.078242 40.341308, -80.078036 40.340281, -80.079572 40.340847, -80.081126 40.33962, -80.086276 40.33967, -80.087862 40.338741999999996, -80.09116399999999 40.338936, -80.092173 40.337921, -80.09469 40.337914999999995, -80.095413 40.337367, -80.097503 40.337669999999996, -80.098528 40.340016, -80.097679 40.341333, -80.100268 40.342760999999996, -80.103572 40.343772, -80.104761 40.340413, -80.106724 40.339117, -80.10807799999999 40.337115999999995, -80.11020099999999 40.337078999999996, -80.111441 40.335977, -80.11345 40.331609, -80.115415 40.33372, -80.114903 40.335356999999995))",2535,61333,0.4274966510167923
363,2969,42,3,474202,1400000US42003474202,42003474202,4742.02,CT,8875895,0,40.3253982408,-80.095220474,42003474202.0,,,"POLYGON ((-80.118331 40.316801, -80.115774 40.318853, -80.11539599999999 40.323071, -80.11438199999999 40.323087, -80.11259 40.324633999999996, -80.109731 40.323997999999996, -80.103909 40.325094, -80.100957 40.327757, -80.10158799999999 40.330951, -80.101349 40.332659, -80.105025 40.332709, -80.10941 40.331509, -80.11345 40.331609, -80.111441 40.335977, -80.11020099999999 40.337078999999996, -80.10807799999999 40.337115999999995, -80.106724 40.339117, -80.104761 40.340413, -80.103572 40.343772, -80.100268 40.342760999999996, -80.097679 40.341333, -80.098528 40.340016, -80.097503 40.337669999999996, -80.095413 40.337367, -80.09469 40.337914999999995, -80.092173 40.337921, -80.09116399999999 40.338936, -80.087862 40.338741999999996, -80.086276 40.33967, -80.081126 40.33962, -80.079572 40.340847, -80.078036 40.340281, -80.07793199999999 40.339208, -80.07170099999999 40.334012, -80.069889 40.331877, -80.06652199999999 40.32855, -80.06618 40.327759, -80.072392 40.327432, -80.07410399999999 40.326907999999996, -80.075638 40.327298, -80.081642 40.324875, -80.08468599999999 40.323082, -80.086372 40.321453999999996, -80.087854 40.319030999999995, -80.09181 40.308716, -80.094945 40.305907, -80.095612 40.306183999999995, -80.11615599999999 40.312324, -80.11652099999999 40.315681, -80.118331 40.316801))",4966,67917,0.44775551770591243
66,437,42,3,474203,1400000US42003474203,42003474203,4742.03,CT,4407423,0,40.3137496313,-80.07913310869999,42003474203.0,,,"POLYGON ((-80.09181 40.308716, -80.087854 40.319030999999995, -80.086372 40.321453999999996, -80.08468599999999 40.323082, -80.081642 40.324875, -80.075638 40.327298, -80.07410399999999 40.326907999999996, -80.072392 40.327432, -80.06618 40.327759, -80.065489 40.324743999999995, -80.067763 40.323643, -80.070999 40.320975, -80.07217399999999 40.318514, -80.070602 40.314935999999996, -80.06769299999999 40.314136999999995, -80.07096 40.306084, -80.07396 40.299837, -80.077004 40.300756, -80.094945 40.305907, -80.09181 40.308716))",4762,51801,0.4002452244714273
137,1084,42,3,475101,1400000US42003475101,42003475101,4751.01,CT,3134678,0,40.346950533400005,-80.0404948429,42003475101.0,,,"POLYGON ((-80.05463 40.34665, -80.052877 40.350735, -80.05117 40.351043, -80.050809 40.351113999999995, -80.042661 40.352723, -80.039688 40.351783, -80.037838 40.353625, -80.03376999999999 40.354447, -80.033428 40.355139, -80.028218 40.355858, -80.027249 40.353657, -80.027127 40.353474, -80.023043 40.350555, -80.023703 40.348839, -80.026631 40.347910999999996, -80.02730799999999 40.345993, -80.029586 40.345811, -80.031167 40.344651, -80.035105 40.342983, -80.038857 40.342028, -80.04570799999999 40.338195999999996, -80.046268 40.337294, -80.05068399999999 40.33535, -80.051154 40.336436, -80.051172 40.337409, -80.05399899999999 40.345698, -80.05463 40.34665))",4682,33388,0.3296064264261526
307,2354,42,3,475102,1400000US42003475102,42003475102,4751.02,CT,1826546,0,40.3370303618,-80.03613866100001,42003475102.0,,,"POLYGON ((-80.04570799999999 40.338195999999996, -80.038857 40.342028, -80.035105 40.342983, -80.031167 40.344651, -80.029586 40.345811, -80.02730799999999 40.345993, -80.027384 40.344693, -80.025941 40.341836, -80.028358 40.340328, -80.028742 40.337092999999996, -80.031003 40.334376, -80.035584 40.32974, -80.038485 40.328274, -80.040431 40.327960999999995, -80.04096899999999 40.327732, -80.042593 40.329429999999995, -80.04298 40.331182, -80.04388999999999 40.335189, -80.046268 40.337294, -80.04570799999999 40.338195999999996))",1581,48646,0.36247318354787483
359,2920,42,3,475200,1400000US42003475200,42003475200,4752.0,CT,4716593,0,40.3240684426,-80.056017927,42003475200.0,,,"POLYGON ((-80.07396 40.299837, -80.07096 40.306084, -80.06769299999999 40.314136999999995, -80.065692 40.31883, -80.063327 40.324796, -80.061188 40.329814999999996, -80.05834999999999 40.33708, -80.056921 40.341636, -80.05463 40.34665, -80.05399899999999 40.345698, -80.051172 40.337409, -80.051154 40.336436, -80.05068399999999 40.33535, -80.046268 40.337294, -80.04388999999999 40.335189, -80.04298 40.331182, -80.042593 40.329429999999995, -80.04096899999999 40.327732, -80.040431 40.327960999999995, -80.038485 40.328274, -80.04117699999999 40.326924999999996, -80.04594 40.3258, -80.04705299999999 40.325111, -80.047833 40.323482999999996, -80.046898 40.319144, -80.047365 40.317754, -80.048355 40.316531999999995, -80.05040000000001 40.315028, -80.05166 40.314203, -80.05293999999999 40.313756, -80.064289 40.311937, -80.065882 40.311612, -80.06737199999999 40.310716, -80.068089 40.309506999999996, -80.067431 40.304766, -80.069276 40.300236, -80.069255 40.298589, -80.07229699999999 40.299347999999995, -80.07396 40.299837))",4972,48216,0.3769009867150328
138,1085,42,3,475301,1400000US42003475301,42003475301,4753.01,CT,3388000,0,40.324224178200005,-80.0340509294,42003475301.0,,,"POLYGON ((-80.04705299999999 40.325111, -80.04594 40.3258, -80.04117699999999 40.326924999999996, -80.038485 40.328274, -80.035584 40.32974, -80.031003 40.334376, -80.028742 40.337092999999996, -80.028358 40.340328, -80.025941 40.341836, -80.026113 40.338729, -80.024335 40.336180999999996, -80.02408299999999 40.333594999999995, -80.022032 40.330535999999995, -80.022739 40.328533, -80.025626 40.327168, -80.02575499999999 40.324773, -80.027006 40.321197999999995, -80.02704899999999 40.31887, -80.029409 40.315194, -80.03151 40.313480999999996, -80.032997 40.311113, -80.037255 40.313265, -80.040892 40.316539999999996, -80.044178 40.316243, -80.047074 40.317662999999996, -80.047365 40.317754, -80.046898 40.319144, -80.047833 40.323482999999996, -80.04705299999999 40.325111))",4686,34323,0.3251501843163824
347,2758,42,3,475303,1400000US42003475303,42003475303,4753.03,CT,3104903,0,40.3081875945,-80.0467948639,42003475303.0,,,"POLYGON ((-80.064289 40.311937, -80.05293999999999 40.313756, -80.05166 40.314203, -80.05040000000001 40.315028, -80.048355 40.316531999999995, -80.047365 40.317754, -80.047074 40.317662999999996, -80.044178 40.316243, -80.040892 40.316539999999996, -80.037255 40.313265, -80.032997 40.311113, -80.03306599999999 40.308842, -80.032769 40.308105999999995, -80.03508699999999 40.307438, -80.03617299999999 40.305107, -80.039912 40.305277, -80.04032699999999 40.304323, -80.04153099999999 40.299428, -80.04181 40.296971, -80.042413 40.297323999999996, -80.046809 40.298156, -80.047398 40.299323, -80.051062 40.300411, -80.05769 40.304809, -80.058154 40.30535, -80.058751 40.309619999999995, -80.06103999999999 40.310959, -80.064289 40.311937))",3968,40297,0.350666241018369
329,2668,42,3,475304,1400000US42003475304,42003475304,4753.04,CT,4272024,0,40.2992303213,-80.048370937,42003475304.0,,,"POLYGON ((-80.069276 40.300236, -80.067431 40.304766, -80.068089 40.309506999999996, -80.06737199999999 40.310716, -80.065882 40.311612, -80.064289 40.311937, -80.06103999999999 40.310959, -80.058751 40.309619999999995, -80.058154 40.30535, -80.05769 40.304809, -80.051062 40.300411, -80.047398 40.299323, -80.046809 40.298156, -80.042413 40.297323999999996, -80.04181 40.296971, -80.04153099999999 40.299428, -80.04032699999999 40.304323, -80.039912 40.305277, -80.03617299999999 40.305107, -80.03508699999999 40.307438, -80.032769 40.308105999999995, -80.03053299999999 40.304283, -80.030557 40.302150999999995, -80.029342 40.296321999999996, -80.030841 40.293026999999995, -80.03041 40.292006, -80.0331 40.287848, -80.033712 40.288033999999996, -80.047252 40.291858999999995, -80.069255 40.298589, -80.069276 40.300236))",5442,47167,0.3905036893817451
308,2355,42,3,475401,1400000US42003475401,42003475401,4754.01,CT,5916214,0,40.3403400546,-80.014765155,42003475401.0,,,"POLYGON ((-80.028482 40.357064, -80.022673 40.35745, -80.022841 40.358613999999996, -80.022896 40.359083, -80.017084 40.359027, -80.011622 40.351993, -80.01151999999999 40.351743, -80.010669 40.350452, -80.00773099999999 40.346118, -80.006658 40.344750999999995, -80.005624 40.342983, -79.998826 40.338736, -79.998059 40.338248, -80.001323 40.333292, -80.003034 40.330695, -80.00934099999999 40.32112, -80.017259 40.325961, -80.022032 40.330535999999995, -80.02408299999999 40.333594999999995, -80.024335 40.336180999999996, -80.026113 40.338729, -80.025941 40.341836, -80.027384 40.344693, -80.02730799999999 40.345993, -80.026631 40.347910999999996, -80.023703 40.348839, -80.023043 40.350555, -80.027127 40.353474, -80.027249 40.353657, -80.028218 40.355858, -80.028482 40.357064))",3931,40742,0.29814386395062636
69,452,42,3,475402,1400000US42003475402,42003475402,4754.02,CT,3867968,0,40.313209734699996,-80.0227236426,42003475402.0,,,"POLYGON ((-80.032997 40.311113, -80.03151 40.313480999999996, -80.029409 40.315194, -80.02704899999999 40.31887, -80.027006 40.321197999999995, -80.02575499999999 40.324773, -80.025626 40.327168, -80.022739 40.328533, -80.022032 40.330535999999995, -80.017259 40.325961, -80.00934099999999 40.32112, -80.01624799999999 40.310652999999995, -80.021085 40.30352, -80.021147 40.302341999999996, -80.023297 40.300515, -80.023822 40.298437, -80.025048 40.297785999999995, -80.02617599999999 40.29604, -80.026707 40.294855999999996, -80.03041 40.292006, -80.030841 40.293026999999995, -80.029342 40.296321999999996, -80.030557 40.302150999999995, -80.03053299999999 40.304283, -80.032769 40.308105999999995, -80.03306599999999 40.308842, -80.032997 40.311113))",2915,40884,0.3069878944071049
139,1086,42,3,476100,1400000US42003476100,42003476100,4761.0,CT,2418577,0,40.367677783699996,-80.0228438813,42003476100.0,,,"POLYGON ((-80.038411 40.368770999999995, -80.03193499999999 40.370415, -80.030216 40.369276, -80.02792099999999 40.367982999999995, -80.021714 40.369568, -80.01847599999999 40.371748, -80.022459 40.375226, -80.021214 40.376594, -80.01911299999999 40.376021, -80.01593199999999 40.374289999999995, -80.014037 40.372323, -80.0112 40.374987999999995, -80.010758 40.375364999999995, -80.01367599999999 40.376601, -80.016823 40.376844999999996, -80.01498099999999 40.378934, -80.012738 40.379517, -80.007899 40.378237, -80.006708 40.374860999999996, -80.00457 40.374218, -80.006362 40.373771999999995, -80.01032099999999 40.370349999999995, -80.012715 40.368066999999996, -80.0137 40.367315999999995, -80.01742399999999 40.365345, -80.022808 40.364498, -80.023687 40.364686, -80.027073 40.363225, -80.02798899999999 40.361906, -80.028482 40.361050999999996, -80.02873699999999 40.360468999999995, -80.028482 40.357064, -80.028218 40.355858, -80.033428 40.355139, -80.036687 40.354879, -80.036952 40.356341, -80.03562699999999 40.360693999999995, -80.034179 40.362142999999996, -80.033602 40.362611, -80.030997 40.361162, -80.030395 40.362184, -80.032549 40.363546, -80.03787 40.368292, -80.038411 40.368770999999995))",5134,35951,0.4011337258046782
309,2356,42,3,476200,1400000US42003476200,42003476200,4762.0,CT,1717181,0,40.3647505296,-80.0145622472,42003476200.0,,,"POLYGON ((-80.028482 40.361050999999996, -80.02798899999999 40.361906, -80.027073 40.363225, -80.023687 40.364686, -80.022808 40.364498, -80.01742399999999 40.365345, -80.0137 40.367315999999995, -80.012715 40.368066999999996, -80.01032099999999 40.370349999999995, -80.006362 40.373771999999995, -80.00457 40.374218, -80.001586 40.374840999999996, -80.001063 40.370917999999996, -80.001547 40.370599, -80.007897 40.366614, -80.004877 40.36479, -80.008826 40.361045999999995, -80.012733 40.361987, -80.015425 40.360296, -80.016409 40.358996999999995, -80.017084 40.359027, -80.022896 40.359083, -80.022841 40.358613999999996, -80.022673 40.35745, -80.028482 40.357064, -80.02873699999999 40.360468999999995, -80.028482 40.361050999999996))",3079,39650,0.3931599078298206
14,43,42,3,477100,1400000US42003477100,42003477100,4771.0,CT,2162236,0,40.3584206123,-80.0049488375,42003477100.0,,,"POLYGON ((-80.016409 40.358996999999995, -80.015425 40.360296, -80.012733 40.361987, -80.008826 40.361045999999995, -80.004877 40.36479, -80.007897 40.366614, -80.001547 40.370599, -79.99767 40.370289, -79.99840999999999 40.369259, -80.000118 40.36376, -80.000795 40.360079999999996, -79.999663 40.357748, -79.999786 40.357710999999995, -79.99530899999999 40.354693, -79.996088 40.351979, -79.99417 40.351199, -79.994914 40.350446, -79.99974 40.35019, -80.004122 40.348161999999995, -80.003103 40.350789999999996, -80.005369 40.352851, -80.00738799999999 40.352872999999995, -80.010669 40.350452, -80.01151999999999 40.351743, -80.011622 40.351993, -80.017084 40.359027, -80.016409 40.358996999999995))",3343,46653,0.41195439569018355
310,2357,42,3,477200,1400000US42003477200,42003477200,4772.0,CT,2900320,0,40.3658954929,-79.9932959054,42003477200.0,,,"POLYGON ((-80.001586 40.374840999999996, -79.999123 40.377344, -79.99805099999999 40.376472, -79.993999 40.375839, -79.99350799999999 40.378343, -79.992881 40.378637, -79.990873 40.378946, -79.986032 40.377821999999995, -79.985338 40.377054, -79.98693 40.375081, -79.984762 40.372116, -79.986171 40.370241, -79.985051 40.368162, -79.98886 40.363945, -79.98795799999999 40.362379, -79.990038 40.361577, -79.990847 40.361118, -79.99062599999999 40.358298, -79.991098 40.356305, -79.986358 40.347437, -79.98644999999999 40.346568, -79.988258 40.348757, -79.98946 40.349464999999995, -79.990771 40.349862, -79.994914 40.350446, -79.99417 40.351199, -79.996088 40.351979, -79.99530899999999 40.354693, -79.999786 40.357710999999995, -79.999663 40.357748, -80.000795 40.360079999999996, -80.000118 40.36376, -79.99840999999999 40.369259, -79.99767 40.370289, -80.001547 40.370599, -80.001063 40.370917999999996, -80.001586 40.374840999999996))",4064,39271,0.35573537442407027
311,2360,42,3,477300,1400000US42003477300,42003477300,4773.0,CT,3552186,0,40.356680805,-79.9776676363,42003477300.0,,,"POLYGON ((-79.99062599999999 40.358298, -79.990847 40.361118, -79.990038 40.361577, -79.98795799999999 40.362379, -79.983385 40.362562, -79.98234099999999 40.360872, -79.974847 40.364294, -79.971406 40.366555, -79.964883 40.369537, -79.964472 40.369701, -79.958908 40.364305, -79.96428999999999 40.363429, -79.96600000000001 40.365080999999996, -79.96811699999999 40.363482999999995, -79.966764 40.360853999999996, -79.965818 40.358391999999995, -79.965268 40.35778, -79.968443 40.35632, -79.969455 40.357692, -79.969821 40.357288, -79.97132599999999 40.355444, -79.972836 40.353786, -79.97142 40.352067, -79.97416 40.350373999999995, -79.976711 40.350502999999996, -79.97396599999999 40.347423, -79.97349299999999 40.346452, -79.973103 40.345575, -79.97775299999999 40.344415, -79.98507099999999 40.345372, -79.985625 40.345658, -79.98644999999999 40.346568, -79.986358 40.347437, -79.991098 40.356305, -79.99062599999999 40.358298))",6110,30397,0.33244869454015874
92,712,42,3,478100,1400000US42003478100,42003478100,4781.0,CT,1513471,0,40.372980449800004,-79.98123855520001,42003478100.0,,,"POLYGON ((-79.98886 40.363945, -79.985051 40.368162, -79.986171 40.370241, -79.984762 40.372116, -79.98693 40.375081, -79.985338 40.377054, -79.986032 40.377821999999995, -79.985725 40.378285999999996, -79.98476 40.379435, -79.984506 40.379974999999995, -79.983342 40.381516, -79.98194699999999 40.380642, -79.977645 40.381743, -79.976142 40.381301, -79.975797 40.380424, -79.975495 40.379276999999995, -79.975464 40.376554999999996, -79.97546 40.372979, -79.975155 40.370295999999996, -79.975278 40.369752, -79.976073 40.368814, -79.980324 40.367042, -79.984877 40.363014, -79.98795799999999 40.362379, -79.98886 40.363945))",3985,33933,0.435173071945055
84,636,42,3,478200,1400000US42003478200,42003478200,4782.0,CT,2235373,0,40.3736857628,-79.9719944196,42003478200.0,,,"POLYGON ((-79.984877 40.363014, -79.980324 40.367042, -79.976073 40.368814, -79.975278 40.369752, -79.975155 40.370295999999996, -79.97546 40.372979, -79.975464 40.376554999999996, -79.975495 40.379276999999995, -79.975797 40.380424, -79.976142 40.381301, -79.976845 40.382844, -79.97765 40.384143, -79.976472 40.385386, -79.974081 40.384792, -79.97124 40.385734, -79.96982 40.385788, -79.969419 40.385791999999995, -79.969105 40.382728, -79.966577 40.381215999999995, -79.96675499999999 40.380589, -79.962774 40.378856, -79.96506099999999 40.375637999999995, -79.961621 40.371528999999995, -79.96262399999999 40.37047, -79.964472 40.369701, -79.964883 40.369537, -79.971406 40.366555, -79.974847 40.364294, -79.98234099999999 40.360872, -79.983385 40.362562, -79.98795799999999 40.362379, -79.984877 40.363014))",5401,31483,0.4013485126452953
140,1087,42,3,479000,1400000US42003479000,42003479000,4790.0,CT,1310547,0,40.380207024899995,-80.0142467244,42003479000.0,,,"POLYGON ((-80.023023 40.379506, -80.022757 40.380759, -80.021181 40.382571999999996, -80.020169 40.383733, -80.020219 40.386700999999995, -80.02313099999999 40.38711, -80.02200599999999 40.388490999999995, -80.02131299999999 40.388118, -80.018159 40.386449999999996, -80.017108 40.386314, -80.016874 40.385968999999996, -80.016418 40.385129, -80.013819 40.386562, -80.014158 40.385765, -80.012579 40.380888999999996, -80.007632 40.381122, -80.00767599999999 40.383012, -80.006326 40.383472, -80.005121 40.383883, -80.001728 40.379698999999995, -80.005361 40.377133, -80.006708 40.374860999999996, -80.007899 40.378237, -80.012738 40.379517, -80.01498099999999 40.378934, -80.016823 40.376844999999996, -80.01367599999999 40.376601, -80.010758 40.375364999999995, -80.0112 40.374987999999995, -80.014037 40.372323, -80.01593199999999 40.374289999999995, -80.01911299999999 40.376021, -80.021214 40.376594, -80.023226 40.377736, -80.023023 40.379506))",2050,34138,0.34034091738513145
312,2361,42,3,480101,1400000US42003480101,42003480101,4801.01,CT,2295186,0,40.3411567345,-79.983426732,42003480101.0,,,"POLYGON ((-79.99633999999999 40.348662, -79.994914 40.350446, -79.990771 40.349862, -79.98946 40.349464999999995, -79.988258 40.348757, -79.98644999999999 40.346568, -79.985625 40.345658, -79.98507099999999 40.345372, -79.97775299999999 40.344415, -79.973103 40.345575, -79.972421 40.344584, -79.97153399999999 40.344031, -79.967032 40.342383999999996, -79.966889 40.3418, -79.97474199999999 40.337308, -79.97807999999999 40.337205, -79.976969 40.336241, -79.98060000000001 40.336138, -79.985355 40.333425999999996, -79.985536 40.330026, -79.98542499999999 40.329527, -79.986659 40.331191, -79.988804 40.332448, -79.991457 40.33551, -79.990871 40.339555, -79.99245499999999 40.344681, -79.994655 40.346663, -79.99606 40.347671999999996, -79.99633999999999 40.348662))",5431,27276,0.3722439490029899
